"W ID","Colony","Treatment","Days after start of experiment","No. foraging bouts per day","Mean foraging duration"
"A0 01 03 C0 00 A0 E8 1A","WB06","D",21,3,1899-12-31 00:47:21
"A0 01 03 C0 00 A0 E8 1A","WB06","D",22,4,1899-12-31 01:34:07
"A0 01 03 C0 00 A0 E8 1A","WB06","D",18,5,1899-12-31 00:52:38
"A0 01 03 C0 00 A0 E8 1A","WB06","D",24,5,1899-12-31 00:43:08
"A0 01 03 C0 00 A0 E8 1A","WB06","D",23,7,1899-12-31 01:14:11
"A0 01 03 C0 00 A0 E8 1A","WB06","D",25,7,1899-12-31 00:57:09
"A0 01 03 C0 00 A0 E8 1A","WB06","D",26,7,1899-12-31 00:40:35
"A0 01 03 C0 00 A0 E8 5D","WB06","D",9,1,1899-12-31 00:06:15
"A0 01 03 C0 00 A0 E8 5D","WB06","D",11,1,1899-12-31 00:19:40
"A0 01 03 C0 00 A0 E8 5D","WB06","D",15,1,1899-12-31 02:33:25
"A0 01 03 C0 00 A0 E8 5D","WB06","D",17,1,1899-12-31 01:06:18
"A0 01 03 C0 00 A0 E8 5D","WB06","D",23,1,1899-12-31 00:08:43
"A0 01 03 C0 00 A0 E8 5D","WB06","D",10,2,1899-12-31 00:27:09
"A0 01 03 C0 00 A0 E8 5D","WB06","D",14,2,1899-12-31 00:28:19
"A0 01 03 C0 00 A0 E8 5D","WB06","D",16,2,1899-12-31 00:28:30
"A0 01 03 C0 00 A0 E8 5D","WB06","D",19,2,1899-12-31 00:10:15
"A0 01 03 C0 00 A0 E8 5D","WB06","D",22,2,1899-12-31 01:36:19
"A0 01 03 C0 00 A0 E8 5D","WB06","D",26,3,1899-12-31 01:30:53
"A0 01 03 C0 00 A0 E8 65","WB06","D",24,1,1899-12-31 00:57:19
"A0 01 03 C0 00 A0 E8 65","WB06","D",28,1,1899-12-31 00:24:37
"A0 01 03 C0 00 A0 E8 65","WB06","D",15,2,1899-12-31 00:24:47
"A0 01 03 C0 00 A0 E8 65","WB06","D",20,2,1899-12-31 00:50:45
"A0 01 03 C0 00 A0 E8 65","WB06","D",22,2,1899-12-31 00:12:33
"A0 01 03 C0 00 A0 E8 65","WB06","D",23,2,1899-12-31 00:29:23
"A0 01 03 C0 00 A0 E8 65","WB06","D",26,2,1899-12-31 00:13:38
"A0 01 03 C0 00 A0 E8 65","WB06","D",16,3,1899-12-31 00:44:33
"A0 01 03 C0 00 A0 E8 65","WB06","D",19,3,1899-12-31 00:39:05
"A0 01 03 C0 00 A0 E8 65","WB06","D",17,5,1899-12-31 00:50:55
"A0 01 03 C0 00 A0 E8 65","WB06","D",21,5,1899-12-31 00:51:36
"A0 01 03 C0 00 A0 E8 65","WB06","D",25,5,1899-12-31 00:15:03
"A0 01 03 C0 00 A0 E8 65","WB06","D",27,8,1899-12-31 00:47:11
"A0 01 03 C0 00 A0 E8 72","WB06","D",15,1,1899-12-31 03:53:20
"A0 01 03 C0 00 A0 E8 72","WB06","D",19,1,1899-12-31 01:51:41
"A0 01 03 C0 00 A0 E8 72","WB06","D",22,1,1899-12-31 00:58:03
"A0 01 03 C0 00 A0 E8 72","WB06","D",24,1,1899-12-31 00:09:07
"A0 01 03 C0 00 A0 E8 72","WB06","D",25,1,1899-12-31 00:33:50
"A0 01 03 C0 00 A0 E8 72","WB06","D",14,2,1899-12-31 01:19:59
"A0 01 03 C0 00 A0 E8 72","WB06","D",21,2,1899-12-31 00:28:25
"A0 01 03 C0 00 A0 E8 72","WB06","D",12,3,1899-12-31 00:32:28
"A0 01 03 C0 00 A0 E8 72","WB06","D",20,3,1899-12-31 02:30:13
"A0 01 03 C0 00 A0 E8 72","WB06","D",23,3,1899-12-31 01:05:11
"A0 01 03 C0 00 A0 E8 72","WB06","D",26,3,1899-12-31 00:19:26
"A0 01 03 C0 00 C0 F3 01","WB06","D",1,1,1899-12-31 01:41:44
"A0 01 03 C0 00 C0 F3 01","WB06","D",4,1,1899-12-31 02:28:09
"A0 01 03 C0 00 C0 F3 01","WB06","D",12,1,1899-12-31 00:15:07
"A0 01 03 C0 00 C0 F3 01","WB06","D",11,2,1899-12-31 01:03:20
"A0 01 03 C0 00 C0 F3 01","WB06","D",18,2,1899-12-31 00:26:29
"A0 01 03 C0 00 C0 F3 01","WB06","D",19,2,1899-12-31 00:27:38
"A0 01 03 C0 00 C0 F3 01","WB06","D",13,3,1899-12-31 00:30:56
"A0 01 03 C0 00 C0 F3 01","WB06","D",6,4,1899-12-31 00:56:51
"A0 01 03 C0 00 C0 F3 01","WB06","D",7,5,1899-12-31 00:51:36
"A0 01 03 C0 00 C0 F3 01","WB06","D",10,5,1899-12-31 00:30:00
"A0 01 03 C0 00 C0 F3 01","WB06","D",16,5,1899-12-31 00:51:29
"A0 01 03 C0 00 C0 F3 01","WB06","D",9,8,1899-12-31 00:15:27
"A0 01 03 C0 00 C0 F3 C6","WB06","D",13,1,1899-12-31 00:32:02
"A0 01 03 C0 00 C0 F3 C6","WB06","D",21,1,1899-12-31 00:41:01
"A0 01 03 C0 00 C0 F3 C6","WB06","D",22,1,1899-12-31 04:56:10
"A0 01 03 C0 00 C0 F3 C6","WB06","D",26,1,1899-12-31 01:01:14
"A0 01 03 C0 00 C0 F3 C6","WB06","D",11,2,1899-12-31 00:32:49
"A0 01 03 C0 00 C0 F3 C6","WB06","D",14,2,1899-12-31 00:49:35
"A0 01 03 C0 00 C0 F3 C6","WB06","D",16,3,1899-12-31 00:27:35
"A0 01 03 C0 00 20 6D B3","WB06_2","D",23,1,1899-12-31 00:09:30
"A0 01 03 C0 00 20 6D B3","WB06_2","D",27,1,1899-12-31 00:09:13
"A0 01 03 C0 00 20 6D B3","WB06_2","D",25,2,1899-12-31 00:10:30
"A0 01 03 C0 00 20 9D 65","WB06_2","D",24,1,1899-12-31 00:07:31
"A0 01 03 C0 00 20 9D 65","WB06_2","D",26,1,1899-12-31 01:23:43
"A0 01 03 C0 00 20 9D 65","WB06_2","D",27,1,1899-12-31 05:38:03
"A0 01 03 C0 00 20 9D 65","WB06_2","D",25,3,1899-12-31 00:28:25
"A0 01 03 C0 00 20 ED B4","WB06_2","D",6,1,1899-12-31 00:12:35
"A0 01 03 C0 00 20 ED B4","WB06_2","D",8,1,1899-12-31 00:05:15
"A0 01 03 C0 00 20 ED B4","WB06_2","D",9,1,1899-12-31 00:07:44
"A0 01 03 C0 00 20 ED B4","WB06_2","D",11,1,1899-12-31 00:05:23
"A0 01 03 C0 00 20 ED B4","WB06_2","D",5,2,1899-12-31 00:08:26
"A0 01 03 C0 00 20 46 43","WB10","D",10,1,1899-12-31 00:58:07
"A0 01 03 C0 00 20 46 43","WB10","D",11,1,1899-12-31 00:10:23
"A0 01 03 C0 00 20 46 43","WB10","D",14,1,1899-12-31 00:20:31
"A0 01 03 C0 00 A0 68 5E","WB10","D",15,1,1899-12-31 02:50:08
"A0 01 03 C0 00 A0 68 5E","WB10","D",16,1,1899-12-31 02:17:37
"A0 01 03 C0 00 A0 68 5E","WB10","D",25,1,1899-12-31 00:36:36
"A0 01 03 C0 00 A0 68 5E","WB10","D",26,1,1899-12-31 04:31:24
"A0 01 03 C0 00 A0 68 5E","WB10","D",14,2,1899-12-31 00:40:07
"A0 01 03 C0 00 A0 68 5E","WB10","D",23,2,1899-12-31 01:10:27
"A0 01 03 C0 00 C0 0B 64","WB10","D",9,1,1899-12-31 00:07:39
"A0 01 03 C0 00 C0 0B 64","WB10","D",10,1,1899-12-31 01:33:35
"A0 01 03 C0 00 C0 B3 59","WB10","D",5,3,1899-12-31 00:43:56
"A0 01 03 C0 00 20 ED 7B","WB10_2","D",16,1,1899-12-31 00:21:47
"A0 01 03 C0 00 20 ED 7B","WB10_2","D",17,1,1899-12-31 00:06:19
"A0 01 03 C0 00 20 ED 7B","WB10_2","D",19,1,1899-12-31 00:07:30
"A0 01 03 C0 00 20 ED 7B","WB10_2","D",18,2,1899-12-31 00:07:42
"A0 01 03 C0 00 A0 28 D2","WB14","D",18,1,1899-12-31 01:05:11
"A0 01 03 C0 00 A0 28 D2","WB14","D",23,1,1899-12-31 02:05:31
"A0 01 03 C0 00 A0 28 D2","WB14","D",24,1,1899-12-31 00:18:44
"A0 01 03 C0 00 A0 28 D2","WB14","D",19,2,1899-12-31 01:42:36
"A0 01 03 C0 00 A0 28 D2","WB14","D",20,2,1899-12-31 01:41:00
"A0 01 03 C0 00 A0 28 D2","WB14","D",21,2,1899-12-31 01:02:14
"A0 01 03 C0 00 A0 28 D2","WB14","D",22,3,1899-12-31 01:16:39
"A0 01 03 C0 00 A0 A0 EB","WB14","D",22,1,1899-12-31 00:37:37
"A0 01 03 C0 00 A0 A0 EB","WB14","D",26,1,1899-12-31 00:16:26
"A0 01 03 C0 00 A0 A0 EB","WB14","D",28,1,1899-12-31 00:48:38
"A0 01 03 C0 00 A0 A0 EB","WB14","D",27,3,1899-12-31 01:59:15
"A0 01 03 C0 00 A0 A8 46","WB14","D",8,1,1899-12-31 00:23:34
"A0 01 03 C0 00 A0 A8 46","WB14","D",12,1,1899-12-31 00:08:33
"A0 01 03 C0 00 A0 A8 46","WB14","D",16,1,1899-12-31 00:30:53
"A0 01 03 C0 00 A0 A8 46","WB14","D",6,2,1899-12-31 00:21:04
"A0 01 03 C0 00 A0 A8 46","WB14","D",13,2,1899-12-31 03:33:37
"A0 01 03 C0 00 A0 A8 46","WB14","D",15,2,1899-12-31 00:20:49
"A0 01 03 C0 00 A0 A8 46","WB14","D",7,3,1899-12-31 00:27:57
"A0 01 03 C0 00 A0 A8 46","WB14","D",9,5,1899-12-31 00:29:29
"A0 01 03 C0 00 A0 C8 EA","WB14","D",19,1,1899-12-31 00:16:41
"A0 01 03 C0 00 A0 C8 EA","WB14","D",22,1,1899-12-31 04:40:14
"A0 01 03 C0 00 A0 C8 EA","WB14","D",23,1,1899-12-31 00:27:36
"A0 01 03 C0 00 A0 C8 EA","WB14","D",25,1,1899-12-31 04:55:53
"A0 01 03 C0 00 A0 C8 EA","WB14","D",26,1,1899-12-31 03:26:30
"A0 01 03 C0 00 A0 C8 EA","WB14","D",18,2,1899-12-31 02:01:30
"A0 01 03 C0 00 A0 E8 1C","WB14","D",13,1,1899-12-31 00:49:09
"A0 01 03 C0 00 A0 E8 1C","WB14","D",14,1,1899-12-31 00:19:07
"A0 01 03 C0 00 A0 E8 1C","WB14","D",17,1,1899-12-31 00:06:07
"A0 01 03 C0 00 A0 E8 1C","WB14","D",21,1,1899-12-31 00:26:34
"A0 01 03 C0 00 A0 E8 1C","WB14","D",23,1,1899-12-31 05:09:20
"A0 01 03 C0 00 A0 E8 1C","WB14","D",25,1,1899-12-31 03:22:09
"A0 01 03 C0 00 A0 E8 1C","WB14","D",28,1,1899-12-31 00:18:04
"A0 01 03 C0 00 A0 E8 1C","WB14","D",18,2,1899-12-31 00:57:07
"A0 01 03 C0 00 A0 E8 1C","WB14","D",22,2,1899-12-31 00:57:00
"A0 01 03 C0 00 A0 E8 1C","WB14","D",24,2,1899-12-31 03:46:09
"A0 01 03 C0 00 A0 E8 1C","WB14","D",27,2,1899-12-31 01:13:40
"A0 01 03 C0 00 A0 E8 1C","WB14","D",26,3,1899-12-31 02:02:49
"A0 01 03 C0 00 20 8D 62","WB14_2","D",16,1,1899-12-31 00:06:06
"A0 01 03 C0 00 20 8D 62","WB14_2","D",22,4,1899-12-31 00:16:57
"A0 01 03 C0 00 20 8D 62","WB14_2","D",17,5,1899-12-31 00:11:22
"A0 01 03 C0 00 20 8D 62","WB14_2","D",18,10,1899-12-31 00:12:04
"A0 01 03 C0 00 20 8D 62","WB14_2","D",27,12,1899-12-31 00:32:27
"A0 01 03 C0 00 20 8D 62","WB14_2","D",28,14,1899-12-31 00:18:23
"A0 01 03 C0 00 20 8D 62","WB14_2","D",21,15,1899-12-31 00:20:09
"A0 01 03 C0 00 20 8D 62","WB14_2","D",23,15,1899-12-31 00:23:57
"A0 01 03 C0 00 20 8D 62","WB14_2","D",25,15,1899-12-31 00:22:21
"A0 01 03 C0 00 20 8D 62","WB14_2","D",20,16,1899-12-31 00:29:28
"A0 01 03 C0 00 20 8D 62","WB14_2","D",19,17,1899-12-31 00:18:36
"A0 01 03 C0 00 20 8D 62","WB14_2","D",24,18,1899-12-31 00:18:14
"A0 01 03 C0 00 20 8D 62","WB14_2","D",26,20,1899-12-31 00:25:35
"A0 01 03 C0 00 20 ED 9C","WB14_2","D",26,1,1899-12-31 00:25:06
"A0 01 03 C0 00 20 ED 9C","WB14_2","D",28,3,1899-12-31 00:22:36
"A0 01 03 C0 00 20 46 53","WB18","D",3,1,1899-12-31 00:06:21
"A0 01 03 C0 00 20 46 53","WB18","D",4,1,1899-12-31 00:08:51
"A0 01 03 C0 00 20 46 53","WB18","D",6,3,1899-12-31 01:02:58
"A0 01 03 C0 00 20 7F 29","WB18","D",17,1,1899-12-31 00:15:01
"A0 01 03 C0 00 20 7F 29","WB18","D",18,1,1899-12-31 00:17:05
"A0 01 03 C0 00 20 7F 29","WB18","D",19,1,1899-12-31 00:20:49
"A0 01 03 C0 00 20 7F 29","WB18","D",21,1,1899-12-31 06:13:13
"A0 01 03 C0 00 20 7F 29","WB18","D",27,1,1899-12-31 04:39:27
"A0 01 03 C0 00 20 7F 29","WB18","D",22,2,1899-12-31 02:06:50
"A0 01 03 C0 00 20 7F 29","WB18","D",28,2,1899-12-31 00:49:46
"A0 01 03 C0 00 20 7F 29","WB18","D",23,3,1899-12-31 01:12:43
"A0 01 03 C0 00 20 7F 29","WB18","D",24,5,1899-12-31 01:16:10
"A0 01 03 C0 00 20 7F 29","WB18","D",26,5,1899-12-31 00:51:55
"A0 01 03 C0 00 20 7F 29","WB18","D",20,7,1899-12-31 00:55:54
"A0 01 03 C0 00 20 7F 29","WB18","D",25,8,1899-12-31 01:01:11
"A0 01 03 C0 00 40 26 23","WB18","D",6,1,1899-12-31 04:50:29
"A0 01 03 C0 00 40 26 23","WB18","D",7,1,1899-12-31 00:17:39
"A0 01 03 C0 00 40 26 23","WB18","D",8,3,1899-12-31 01:04:00
"A0 01 03 C0 00 40 26 23","WB18","D",12,3,1899-12-31 00:42:35
"A0 01 03 C0 00 40 26 23","WB18","D",14,3,1899-12-31 00:09:25
"A0 01 03 C0 00 40 26 23","WB18","D",15,5,1899-12-31 00:25:32
"A0 01 03 C0 00 40 26 23","WB18","D",10,6,1899-12-31 00:21:50
"A0 01 03 C0 00 40 26 23","WB18","D",9,7,1899-12-31 00:27:12
"A0 01 03 C0 00 40 26 23","WB18","D",11,8,1899-12-31 00:43:25
"A0 01 03 C0 00 40 26 7D","WB18","D",11,1,1899-12-31 00:30:31
"A0 01 03 C0 00 40 26 7D","WB18","D",10,3,1899-12-31 00:41:09
"A0 01 03 C0 00 40 41 0E","WB18","D",6,1,1899-12-31 00:07:46
"A0 01 03 C0 00 40 41 0E","WB18","D",8,1,1899-12-31 00:26:37
"A0 01 03 C0 00 40 41 0E","WB18","D",15,1,1899-12-31 04:40:46
"A0 01 03 C0 00 40 41 0E","WB18","D",16,1,1899-12-31 00:25:46
"A0 01 03 C0 00 40 41 0E","WB18","D",18,1,1899-12-31 00:09:32
"A0 01 03 C0 00 40 41 0E","WB18","D",19,1,1899-12-31 00:16:51
"A0 01 03 C0 00 40 41 0E","WB18","D",22,1,1899-12-31 00:23:18
"A0 01 03 C0 00 40 41 0E","WB18","D",9,2,1899-12-31 01:05:06
"A0 01 03 C0 00 40 41 0E","WB18","D",12,2,1899-12-31 00:12:37
"A0 01 03 C0 00 40 41 0E","WB18","D",14,2,1899-12-31 00:50:13
"A0 01 03 C0 00 40 41 0E","WB18","D",17,2,1899-12-31 00:19:53
"A0 01 03 C0 00 40 41 0E","WB18","D",10,3,1899-12-31 00:35:23
"A0 01 03 C0 00 40 41 0E","WB18","D",25,3,1899-12-31 01:19:21
"A0 01 03 C0 00 40 41 0E","WB18","D",24,5,1899-12-31 00:36:38
"A0 01 03 C0 00 40 41 0E","WB18","D",26,5,1899-12-31 00:31:19
"A0 01 03 C0 00 40 41 0E","WB18","D",27,5,1899-12-31 01:37:37
"A0 01 03 C0 00 40 41 4E","WB18","D",3,1,1899-12-31 00:08:06
"A0 01 03 C0 00 40 41 4E","WB18","D",4,1,1899-12-31 00:05:43
"A0 01 03 C0 00 40 41 4E","WB18","D",5,1,1899-12-31 00:05:29
"A0 01 03 C0 00 40 41 4E","WB18","D",6,1,1899-12-31 00:13:46
"A0 01 03 C0 00 40 41 4E","WB18","D",14,1,1899-12-31 01:49:14
"A0 01 03 C0 00 40 41 93","WB18","D",7,1,1899-12-31 00:22:25
"A0 01 03 C0 00 40 41 93","WB18","D",8,1,1899-12-31 00:10:30
"A0 01 03 C0 00 40 41 93","WB18","D",15,1,1899-12-31 00:33:55
"A0 01 03 C0 00 40 41 93","WB18","D",11,2,1899-12-31 00:46:55
"A0 01 03 C0 00 40 41 93","WB18","D",12,2,1899-12-31 01:33:26
"A0 01 03 C0 00 40 41 93","WB18","D",16,2,1899-12-31 00:17:29
"A0 01 03 C0 00 40 41 93","WB18","D",17,2,1899-12-31 00:36:30
"A0 01 03 C0 00 40 41 93","WB18","D",25,2,1899-12-31 00:19:16
"A0 01 03 C0 00 40 41 93","WB18","D",18,3,1899-12-31 00:35:47
"A0 01 03 C0 00 40 41 93","WB18","D",20,3,1899-12-31 01:18:15
"A0 01 03 C0 00 40 41 93","WB18","D",21,3,1899-12-31 01:45:41
"A0 01 03 C0 00 40 41 93","WB18","D",22,3,1899-12-31 00:22:19
"A0 01 03 C0 00 40 41 93","WB18","D",9,4,1899-12-31 00:25:04
"A0 01 03 C0 00 40 41 93","WB18","D",24,4,1899-12-31 00:29:17
"A0 01 03 C0 00 40 41 93","WB18","D",27,4,1899-12-31 00:51:39
"A0 01 03 C0 00 40 41 93","WB18","D",14,5,1899-12-31 00:28:27
"A0 01 03 C0 00 40 41 93","WB18","D",19,6,1899-12-31 00:19:10
"A0 01 03 C0 00 40 41 93","WB18","D",26,6,1899-12-31 00:16:30
"A0 01 03 C0 00 40 41 93","WB18","D",13,9,1899-12-31 00:46:50
"A0 01 03 C0 00 A0 00 85","WB18","D",16,1,1899-12-31 00:42:23
"A0 01 03 C0 00 A0 00 85","WB18","D",19,1,1899-12-31 03:06:43
"A0 01 03 C0 00 A0 00 85","WB18","D",22,1,1899-12-31 00:40:28
"A0 01 03 C0 00 A0 00 85","WB18","D",23,1,1899-12-31 02:23:04
"A0 01 03 C0 00 A0 00 85","WB18","D",25,1,1899-12-31 02:35:06
"A0 01 03 C0 00 A0 00 85","WB18","D",27,1,1899-12-31 00:16:15
"A0 01 03 C0 00 A0 00 85","WB18","D",21,2,1899-12-31 02:25:57
"A0 01 03 C0 00 A0 00 85","WB18","D",26,2,1899-12-31 02:01:44
"A0 01 03 C0 00 A0 00 85","WB18","D",28,5,1899-12-31 00:31:50
"A0 01 03 C0 00 A0 28 C3","WB18","D",12,2,1899-12-31 00:30:30
"A0 01 03 C0 00 A0 28 C3","WB18","D",16,2,1899-12-31 01:21:33
"A0 01 03 C0 00 A0 28 C3","WB18","D",23,2,1899-12-31 01:49:43
"A0 01 03 C0 00 A0 28 C3","WB18","D",17,3,1899-12-31 00:46:16
"A0 01 03 C0 00 A0 28 C3","WB18","D",18,3,1899-12-31 02:54:11
"A0 01 03 C0 00 A0 28 C3","WB18","D",19,3,1899-12-31 00:45:39
"A0 01 03 C0 00 A0 28 C3","WB18","D",26,4,1899-12-31 00:28:10
"A0 01 03 C0 00 A0 28 C3","WB18","D",27,4,1899-12-31 00:41:07
"A0 01 03 C0 00 A0 28 C3","WB18","D",22,5,1899-12-31 00:42:16
"A0 01 03 C0 00 A0 28 C3","WB18","D",24,5,1899-12-31 00:36:43
"A0 01 03 C0 00 A0 28 C3","WB18","D",25,5,1899-12-31 00:13:56
"A0 01 03 C0 00 A0 28 C3","WB18","D",20,6,1899-12-31 00:30:20
"A0 01 03 C0 00 A0 28 C3","WB18","D",21,7,1899-12-31 00:29:26
"A0 01 03 C0 00 A0 30 35","WB18","D",23,1,1899-12-31 00:55:40
"A0 01 03 C0 00 A0 30 35","WB18","D",24,1,1899-12-31 01:32:31
"A0 01 03 C0 00 A0 30 35","WB18","D",26,1,1899-12-31 00:13:53
"A0 01 03 C0 00 A0 30 35","WB18","D",27,1,1899-12-31 00:50:16
"A0 01 03 C0 00 A0 30 69","WB18","D",20,1,1899-12-31 01:23:50
"A0 01 03 C0 00 A0 30 69","WB18","D",28,2,1899-12-31 01:19:39
"A0 01 03 C0 00 A0 30 69","WB18","D",27,3,1899-12-31 02:30:08
"A0 01 03 C0 00 A0 40 DE","WB18","D",22,1,1899-12-31 01:11:14
"A0 01 03 C0 00 A0 40 DE","WB18","D",23,1,1899-12-31 00:52:33
"A0 01 03 C0 00 A0 40 DE","WB18","D",26,1,1899-12-31 00:33:07
"A0 01 03 C0 00 A0 40 DE","WB18","D",24,2,1899-12-31 00:45:50
"A0 01 03 C0 00 A0 40 DE","WB18","D",27,3,1899-12-31 01:19:01
"A0 01 03 C0 00 A0 40 DE","WB18","D",28,3,1899-12-31 00:24:11
"A0 01 03 C0 00 A0 40 DE","WB18","D",25,4,1899-12-31 00:47:05
"A0 01 03 C0 00 A0 68 12","WB18","D",7,1,1899-12-31 04:05:25
"A0 01 03 C0 00 A0 68 12","WB18","D",14,1,1899-12-31 02:47:36
"A0 01 03 C0 00 A0 68 12","WB18","D",13,5,1899-12-31 00:40:16
"A0 01 03 C0 00 A0 68 12","WB18","D",10,6,1899-12-31 00:36:01
"A0 01 03 C0 00 A0 68 12","WB18","D",11,7,1899-12-31 00:38:32
"A0 01 03 C0 00 A0 68 12","WB18","D",5,8,1899-12-31 00:42:22
"A0 01 03 C0 00 A0 68 12","WB18","D",6,11,1899-12-31 00:40:15
"A0 01 03 C0 00 A0 68 13","WB18","D",20,1,1899-12-31 00:11:01
"A0 01 03 C0 00 A0 68 13","WB18","D",14,2,1899-12-31 01:31:36
"A0 01 03 C0 00 A0 68 13","WB18","D",15,2,1899-12-31 00:25:43
"A0 01 03 C0 00 A0 68 13","WB18","D",17,2,1899-12-31 00:41:17
"A0 01 03 C0 00 A0 68 13","WB18","D",21,2,1899-12-31 00:28:28
"A0 01 03 C0 00 A0 68 13","WB18","D",25,4,1899-12-31 00:36:47
"A0 01 03 C0 00 A0 68 13","WB18","D",16,5,1899-12-31 00:35:45
"A0 01 03 C0 00 A0 68 13","WB18","D",18,7,1899-12-31 00:41:51
"A0 01 03 C0 00 A0 68 13","WB18","D",24,8,1899-12-31 00:08:23
"A0 01 03 C0 00 A0 68 13","WB18","D",26,8,1899-12-31 00:19:06
"A0 01 03 C0 00 A0 68 13","WB18","D",22,12,1899-12-31 00:22:52
"A0 01 03 C0 00 A0 68 13","WB18","D",23,13,1899-12-31 00:16:31
"A0 01 03 C0 00 A0 68 23","WB18","D",20,1,1899-12-31 00:35:26
"A0 01 03 C0 00 A0 68 23","WB18","D",21,1,1899-12-31 01:10:34
"A0 01 03 C0 00 A0 68 23","WB18","D",15,2,1899-12-31 01:30:20
"A0 01 03 C0 00 A0 68 23","WB18","D",18,2,1899-12-31 00:21:33
"A0 01 03 C0 00 A0 68 23","WB18","D",19,3,1899-12-31 01:03:09
"A0 01 03 C0 00 A0 68 23","WB18","D",22,3,1899-12-31 00:34:28
"A0 01 03 C0 00 A0 68 23","WB18","D",16,4,1899-12-31 00:42:29
"A0 01 03 C0 00 A0 68 23","WB18","D",17,4,1899-12-31 00:40:29
"A0 01 03 C0 00 A0 68 23","WB18","D",23,4,1899-12-31 00:37:02
"A0 01 03 C0 00 A0 68 23","WB18","D",24,4,1899-12-31 00:09:52
"A0 01 03 C0 00 A0 68 23","WB18","D",28,4,1899-12-31 00:41:09
"A0 01 03 C0 00 A0 68 23","WB18","D",25,6,1899-12-31 00:35:34
"A0 01 03 C0 00 A0 68 23","WB18","D",26,6,1899-12-31 00:24:18
"A0 01 03 C0 00 A0 68 23","WB18","D",27,14,1899-12-31 00:26:24
"A0 01 03 C0 00 A0 C8 92","WB18","D",13,2,1899-12-31 00:16:25
"A0 01 03 C0 00 A0 C8 92","WB18","D",12,3,1899-12-31 00:11:55
"A0 01 03 C0 00 A0 C8 92","WB18","D",14,3,1899-12-31 00:56:30
"A0 01 03 C0 00 A0 C8 92","WB18","D",16,3,1899-12-31 00:26:19
"A0 01 03 C0 00 A0 C8 92","WB18","D",17,3,1899-12-31 00:27:42
"A0 01 03 C0 00 A0 C8 92","WB18","D",28,4,1899-12-31 00:11:02
"A0 01 03 C0 00 A0 C8 92","WB18","D",18,5,1899-12-31 00:10:41
"A0 01 03 C0 00 A0 C8 92","WB18","D",22,5,1899-12-31 00:11:19
"A0 01 03 C0 00 A0 C8 92","WB18","D",19,8,1899-12-31 00:21:58
"A0 01 03 C0 00 A0 C8 92","WB18","D",25,10,1899-12-31 00:28:26
"A0 01 03 C0 00 A0 C8 92","WB18","D",24,12,1899-12-31 00:14:56
"A0 01 03 C0 00 A0 C8 92","WB18","D",20,13,1899-12-31 00:20:56
"A0 01 03 C0 00 A0 C8 92","WB18","D",21,15,1899-12-31 00:21:44
"A0 01 03 C0 00 A0 C8 92","WB18","D",23,15,1899-12-31 00:15:19
"A0 01 03 C0 00 A0 C8 92","WB18","D",27,15,1899-12-31 00:16:38
"A0 01 03 C0 00 A0 C8 92","WB18","D",26,16,1899-12-31 00:08:30
"A0 01 03 C0 00 A0 C8 C3","WB18","D",19,1,1899-12-31 00:20:32
"A0 01 03 C0 00 A0 C8 C3","WB18","D",20,1,1899-12-31 03:16:42
"A0 01 03 C0 00 A0 C8 C3","WB18","D",21,1,1899-12-31 06:36:07
"A0 01 03 C0 00 A0 C8 C3","WB18","D",25,1,1899-12-31 00:53:06
"A0 01 03 C0 00 A0 C8 C3","WB18","D",22,2,1899-12-31 01:10:33
"A0 01 03 C0 00 A0 C8 C3","WB18","D",23,3,1899-12-31 01:57:01
"A0 01 03 C0 00 A0 C8 C3","WB18","D",24,3,1899-12-31 01:55:24
"A0 01 03 C0 00 A0 C8 C3","WB18","D",28,3,1899-12-31 00:10:29
"A0 01 03 C0 00 A0 C8 C3","WB18","D",26,7,1899-12-31 00:26:30
"A0 01 03 C0 00 A0 C8 C3","WB18","D",27,12,1899-12-31 00:14:48
"A0 01 03 C0 00 A0 C8 E2","WB18","D",16,1,1899-12-31 00:44:19
"A0 01 03 C0 00 A0 C8 E2","WB18","D",20,1,1899-12-31 01:34:42
"A0 01 03 C0 00 A0 C8 E2","WB18","D",17,2,1899-12-31 00:27:58
"A0 01 03 C0 00 A0 C8 E2","WB18","D",19,2,1899-12-31 00:38:25
"A0 01 03 C0 00 A0 C8 E2","WB18","D",18,4,1899-12-31 00:57:45
"A0 01 03 C0 00 A0 D8 45","WB18","D",15,1,1899-12-31 00:34:59
"A0 01 03 C0 00 A0 D8 45","WB18","D",16,1,1899-12-31 02:26:35
"A0 01 03 C0 00 A0 D8 45","WB18","D",18,1,1899-12-31 00:40:45
"A0 01 03 C0 00 A0 D8 45","WB18","D",23,1,1899-12-31 00:51:28
"A0 01 03 C0 00 A0 D8 45","WB18","D",24,1,1899-12-31 01:03:25
"A0 01 03 C0 00 A0 D8 45","WB18","D",12,2,1899-12-31 00:49:04
"A0 01 03 C0 00 A0 D8 45","WB18","D",13,2,1899-12-31 00:26:07
"A0 01 03 C0 00 A0 D8 45","WB18","D",17,2,1899-12-31 01:12:27
"A0 01 03 C0 00 A0 D8 45","WB18","D",19,2,1899-12-31 00:49:12
"A0 01 03 C0 00 A0 D8 45","WB18","D",26,2,1899-12-31 00:16:07
"A0 01 03 C0 00 A0 D8 45","WB18","D",14,3,1899-12-31 00:30:23
